ID,Rating,MainCategory,Plateform,ActingPrice,Offer,NumberOfRatings,NumberOfReviews,5Star,4Star,3Star,2Star,1Star,Fulfilled,Combo,Category
5621,4.2,Women,Flipkart,999,50.05,647.0,134.0,376.0,139.0,65.0,27,36,0,False,sandal
11294,3.8,Women,Flipkart,999,68.97,388.0,43.0,182.0,70.0,56.0,29,51,0,False,sandal
16874,3.7,Women,Amazon,419,0.0,85.0,41.0,14.0,4.0,17.0,26,39,0,False,shoe
6331,3.7,Men,Flipkart,599,55.09,19.0,3.0,11.0,0.0,4.0,0,4,0,False,juti
13489,3.9,Men,Flipkart,499,40.08,2276.0,311.0,1101.0,524.0,308.0,119,224,1,False,sneaker
1237,4.2,Women,Flipkart,999,45.05,191.0,30.0,116.0,25.0,31.0,7,12,1,False,sneaker
18114,4.1,Women,Flipkart,999,52.45,23.0,4.0,12.0,6.0,3.0,0,2,1,False,sandal
10066,4.2,Women,Flipkart,1099,54.69,240.0,32.0,153.0,37.0,19.0,7,24,0,False,sandal
6767,4.0,Women,Amazon,699,0.0,24.0,13.0,9.0,9.0,6.0,21,55,0,False,sneaker
5591,3.6,Men,Flipkart,499,43.09,3231.0,438.0,1313.0,605.0,519.0,272,522,1,False,sneaker
2070,4.8,Women,Flipkart,799,25.53,8.0,2.0,6.0,2.0,0.0,0,0,0,False,slipper
15551,3.9,Men,Flipkart,999,45.25,3454.0,455.0,1712.0,692.0,496.0,205,349,1,False,sandal
15507,4.1,Men,Flipkart,999,43.14,863.0,100.0,504.0,146.0,98.0,40,75,1,False,other
3019,4.1,Men,Flipkart,999,47.25,1060.0,171.0,530.0,265.0,144.0,52,69,1,False,shoe
4666,4.5,Women,Flipkart,4999,45.09,19.0,5.0,14.0,2.0,2.0,0,1,1,False,sneaker
5049,4.1,Men,Flipkart,999,33.53,2360.0,397.0,1229.0,602.0,254.0,95,180,1,False,shoe
7479,4.4,Women,Flipkart,1497,48.76,9.0,3.0,5.0,3.0,1.0,0,0,1,True,sneaker
2272,4.2,Women,Flipkart,499,50.1,5.0,1.0,3.0,1.0,0.0,1,0,0,False,shoe
420,4.2,Women,Flipkart,1049,70.17,1088.0,151.0,501.0,349.0,48.0,12,4,1,False,sandal
6224,3.7,Women,Flipkart,499,43.29,1999.0,244.0,866.0,403.0,296.0,170,264,0,False,bellie
11327,4.3,Men,Flipkart,5499,50.01,97.0,17.0,58.0,22.0,11.0,1,5,1,False,shoe
100,4.1,Men,Flipkart,328,5.73,2842.0,378.0,2118.0,630.0,446.0,192,240,1,False,slipper
14770,3.9,Men,Flipkart,1099,61.6,141.0,17.0,75.0,22.0,18.0,8,18,1,False,mojaris
14536,4.6,Men,Flipkart,2990,0.5,58.0,9.0,37.0,18.0,2.0,0,1,1,False,shoe
8153,4.2,Men,Flipkart,999,0.1,39.0,4.0,20.0,11.0,4.0,2,2,0,False,sandal
18113,3.7,Women,Flipkart,499,30.26,206.0,27.0,87.0,47.0,26.0,11,35,0,False,juti
2660,3.7,Men,Flipkart,799,58.82,371.0,51.0,173.0,63.0,53.0,19,63,0,False,other
15584,3.8,Men,Flipkart,1499,64.51,192.0,29.0,94.0,37.0,22.0,13,26,1,False,shoe
417,4.2,Men,Flipkart,511,73.29,241.0,30.0,230.0,55.0,27.0,14,16,0,False,flip
6596,3.7,Men,Flipkart,998,50.1,372.0,41.0,187.0,51.0,43.0,27,64,1,False,other
17256,3.6,Women,Flipkart,699,42.92,33.0,7.0,16.0,3.0,5.0,3,6,0,False,sandal
4568,3.9,Men,Flipkart,1499,74.05,119.0,19.0,59.0,25.0,15.0,5,15,0,False,slipper
9085,4.1,Women,Flipkart,799,20.03,37.0,7.0,18.0,12.0,3.0,1,3,1,False,sandal
10054,4.0,Women,Flipkart,599,61.27,5.0,1.0,2.0,1.0,2.0,0,0,0,False,juti
18824,3.7,Men,Amazon,2399,0.0,18.0,7.0,0.0,25.0,9.0,17,49,1,False,sneaker
105,4.0,Women,Flipkart,988,43.8,376.0,40.0,54.0,83.0,70.0,6,43,1,False,sandal
10400,3.9,Women,Flipkart,999,50.05,553.0,79.0,273.0,123.0,58.0,24,75,0,False,boot
8877,4.1,Men,Flipkart,725,15.86,1597.0,188.0,853.0,382.0,168.0,70,124,1,False,sandal
1152,4.0,Men,Flipkart,999,62.66,887.0,103.0,464.0,191.0,107.0,59,66,1,False,sandal
13445,4.7,Women,Flipkart,999,40.04,3.0,0.0,2.0,1.0,0.0,0,0,1,False,sneaker
17097,3.9,Women,Flipkart,499,62.12,869.0,105.0,464.0,147.0,100.0,54,104,0,False,other
6885,3.9,Women,Flipkart,249,40.16,10155.0,1474.0,4917.0,1958.0,1456.0,652,1172,0,False,flip
2595,3.8,Women,Flipkart,999,60.06,1280.0,135.0,574.0,290.0,172.0,94,150,0,False,sandal
2585,4.0,Women,Flipkart,499,48.9,2969.0,309.0,1419.0,690.0,436.0,177,247,1,False,sandal
6325,4.2,Men,Flipkart,999,52.55,1624.0,181.0,924.0,371.0,162.0,63,104,0,False,other
2489,3.7,Men,Flipkart,999,48.05,3778.0,498.0,1592.0,845.0,572.0,247,522,1,False,sandal
5371,4.0,Women,Flipkart,899,61.74,424.0,61.0,206.0,94.0,68.0,30,26,1,False,sandal
6496,4.2,Women,Flipkart,1499,73.45,291.0,54.0,167.0,70.0,26.0,14,14,1,False,bellie
19495,3.9,Women,Flipkart,5499,69.07,66.0,3.0,32.0,16.0,6.0,2,10,1,False,shoe
17739,3.9,Men,Flipkart,999,61.06,291.0,29.0,142.0,55.0,42.0,19,33,0,False,sneaker
17667,4.0,Women,Flipkart,999,66.67,577.0,60.0,314.0,117.0,55.0,36,55,1,False,sandal
18712,4.2,Women,Flipkart,699,58.8,739.0,129.0,427.0,163.0,88.0,21,40,0,False,sandal
16184,4.2,Women,Flipkart,279,10.04,3049.0,487.0,1745.0,679.0,348.0,114,161,1,False,sandal
6569,4.0,Men,Flipkart,799,12.52,1274.0,221.0,592.0,362.0,143.0,72,105,1,False,sandal
6868,4.3,Women,Flipkart,749,34.18,1012.0,121.0,595.0,234.0,106.0,33,44,1,False,other
4819,4.1,Women,Flipkart,499,17.03,3484.0,456.0,1764.0,849.0,467.0,163,248,1,False,sneaker
19417,3.9,Men,Flipkart,999,64.06,5141.0,545.0,2692.0,781.0,595.0,351,722,1,False,shoe
1258,4.2,Women,Flipkart,999,42.84,252.0,45.0,140.0,69.0,20.0,9,14,1,False,shoe
16853,4.3,Men,Flipkart,999,18.02,2952.0,831.0,1476.0,738.0,369.0,151,218,1,False,shoe
2628,4.3,Men,Flipkart,799,5.01,382.0,55.0,211.0,101.0,47.0,12,11,0,False,other
2405,3.9,Women,Flipkart,6999,70.38,53.0,8.0,31.0,6.0,3.0,6,7,1,False,sneaker
14101,4.0,Men,Flipkart,949,40.04,5231.0,775.0,2717.0,1162.0,605.0,277,470,1,False,shoe
10475,2.8,Men,Flipkart,999,37.44,17.0,4.0,5.0,3.0,1.0,0,8,0,False,other
1686,4.1,Women,Flipkart,499,64.13,119.0,18.0,61.0,26.0,17.0,7,8,0,False,sandal
15406,3.9,Men,Flipkart,999,53.75,459.0,56.0,224.0,91.0,66.0,31,47,0,False,mojaris
15198,4.2,Men,Flipkart,999,45.45,162.0,16.0,87.0,41.0,22.0,5,7,0,False,other
2827,3.9,Men,Flipkart,999,66.77,712.0,76.0,359.0,135.0,100.0,54,64,0,False,sandal
19614,3.8,Women,Flipkart,899,33.37,243.0,28.0,107.0,63.0,29.0,23,26,1,False,sandal
7361,3.9,Men,Flipkart,999,50.05,96.0,11.0,46.0,23.0,10.0,6,11,1,False,flip
15634,4.2,Women,Flipkart,999,77.08,15.0,0.0,10.0,2.0,1.0,0,2,0,False,flip
19487,3.9,Men,Flipkart,999,50.05,13.0,1.0,8.0,1.0,1.0,1,2,0,False,other
4464,3.9,Women,Flipkart,998,52.61,158.0,26.0,71.0,39.0,21.0,11,16,1,True,shoe
12141,3.4,Women,Flipkart,999,10.01,8.0,0.0,0.0,0.0,0.0,0,0,0,False,boot
7848,4.2,Women,Flipkart,999,60.06,35.0,5.0,21.0,7.0,2.0,2,3,0,False,sandal
13108,3.7,Women,Flipkart,999,55.06,60.0,7.0,30.0,15.0,5.0,2,8,0,False,bellie
9644,4.0,Men,Flipkart,499,52.71,26948.0,2952.0,14763.0,4292.0,3069.0,1694,3130,1,False,sneaker
18968,4.1,Women,Flipkart,499,70.94,38.0,4.0,22.0,9.0,4.0,5,2,0,False,flip
17715,4.3,Women,Flipkart,999,55.06,1439.0,256.0,895.0,281.0,123.0,44,96,1,False,boot
14103,4.0,Women,Flipkart,1399,70.19,4506.0,593.0,2217.0,1137.0,590.0,222,340,1,False,slipper
10768,3.7,Men,Flipkart,2999,37.35,6.0,0.0,4.0,0.0,0.0,0,2,1,False,shoe
11027,4.1,Women,Flipkart,1399,50.04,281.0,44.0,160.0,56.0,27.0,18,20,0,False,boot
3471,4.1,Women,Flipkart,599,39.9,4713.0,587.0,2349.0,1217.0,618.0,211,318,1,False,flip
15688,3.0,Women,Amazon,811,0.0,15.0,10.0,32.0,9.0,20.0,9,31,0,True,sneaker
3184,4.1,Women,Flipkart,625,20.64,368.0,68.0,201.0,79.0,51.0,11,26,1,False,other
16209,3.7,Women,Flipkart,499,60.12,649.0,88.0,293.0,123.0,90.0,52,88,0,False,flip
504,4.0,Men,Flipkart,457,20.87,40969.0,6923.0,12799.0,13733.0,5191.0,3026,5042,1,False,shoe
12654,4.6,Men,Flipkart,999,40.04,7.0,3.0,4.0,3.0,0.0,0,0,0,False,sandal
17255,4.1,Men,Flipkart,599,25.04,1205.0,161.0,642.0,279.0,141.0,41,102,1,False,other
16865,3.6,Men,Flipkart,499,24.05,102.0,11.0,39.0,24.0,12.0,11,16,0,False,mojaris
6630,4.1,Women,Flipkart,625,20.64,368.0,68.0,201.0,79.0,51.0,11,26,1,False,other
15025,4.5,Women,Flipkart,4799,54.99,234.0,34.0,157.0,53.0,14.0,4,6,1,False,shoe
13914,4.0,Women,Flipkart,899,55.62,1769.0,267.0,823.0,458.0,245.0,88,155,1,False,bellie
19736,4.2,Women,Flipkart,949,16.75,3223.0,472.0,1738.0,875.0,324.0,107,179,1,False,shoe
6449,3.4,Men,Flipkart,990,40.0,39.0,2.0,14.0,6.0,7.0,4,8,0,False,juti
18702,3.8,Men,Flipkart,1999,69.58,9200.0,1277.0,3825.0,2366.0,1374.0,557,1078,1,False,sneaker
15948,4.3,Men,Flipkart,2995,25.01,76.0,7.0,51.0,13.0,3.0,3,6,1,False,sandal
14237,3.0,Women,Flipkart,999,28.83,8.0,1.0,2.0,2.0,1.0,0,3,0,False,other
13976,4.3,Men,Flipkart,499,60.12,225.0,33.0,143.0,34.0,23.0,12,13,1,False,other
5734,4.0,Women,Flipkart,999,53.15,278.0,35.0,144.0,62.0,35.0,11,30,0,False,shoe
8631,3.8,Men,Flipkart,1999,39.97,35.0,2.0,20.0,4.0,2.0,2,7,0,False,juti
13202,3.6,Women,Flipkart,699,42.92,33.0,7.0,16.0,3.0,5.0,3,6,0,False,sandal
10573,3.8,Women,Flipkart,1395,28.39,11.0,2.0,7.0,0.0,1.0,1,2,0,False,juti
6607,4.1,Men,Flipkart,999,35.04,51.0,6.0,24.0,14.0,9.0,2,2,0,False,juti
9746,3.7,Men,Flipkart,799,64.96,517.0,64.0,263.0,73.0,53.0,37,91,0,False,sneaker
2784,3.6,Men,Flipkart,499,80.16,112.0,14.0,56.0,28.0,14.0,6,8,0,False,flip
10292,4.3,Women,Flipkart,3295,40.0,75.0,9.0,48.0,14.0,5.0,2,6,1,False,flip
14150,4.5,Women,Flipkart,5299,70.01,88.0,17.0,57.0,22.0,5.0,0,4,0,False,boot
12069,3.9,Women,Flipkart,499,40.08,10.0,0.0,6.0,1.0,1.0,0,2,0,False,shoe
13376,3.9,Men,Flipkart,999,60.06,25826.0,2573.0,14203.0,3621.0,2953.0,1773,3276,0,False,shoe
16561,3.8,Men,Flipkart,499,67.33,4577.0,483.0,2290.0,688.0,613.0,356,630,1,False,other
15185,4.0,Men,Flipkart,999,52.55,3719.0,582.0,2016.0,649.0,453.0,205,396,1,False,boot
8246,3.9,Women,Flipkart,599,16.69,148.0,28.0,74.0,29.0,24.0,6,16,1,False,sandal
12169,3.9,Men,Flipkart,999,52.55,14247.0,2102.0,6921.0,2924.0,1976.0,882,1544,1,False,other
3215,3.8,Women,Flipkart,999,60.06,1280.0,135.0,574.0,290.0,172.0,94,150,0,False,sandal
611,4.0,Women,Flipkart,982,57.56,3412.0,459.0,956.0,334.0,387.0,387,228,1,False,sandal
7469,4.1,Men,Flipkart,399,7.52,21054.0,2532.0,11523.0,4995.0,2145.0,894,1497,1,False,flip
13505,4.0,Women,Flipkart,399,30.08,251.0,38.0,117.0,65.0,34.0,17,18,1,False,slipper
16546,4.0,Women,Flipkart,699,45.78,140.0,13.0,70.0,36.0,11.0,13,10,0,False,sandal
2258,4.2,Men,Amazon,4899,42.87,469.0,220.0,12.0,3.0,8.0,14,64,1,False,sneaker
19318,4.0,Men,Flipkart,319,6.27,2656.0,332.0,1328.0,664.0,332.0,120,212,1,False,sneaker
668,3.9,Women,Flipkart,549,7.01,758.0,100.0,456.0,85.0,84.0,48,187,0,False,sandal
3016,4.0,Women,Flipkart,999,55.06,244.0,36.0,131.0,38.0,36.0,17,22,0,False,bellie
19442,3.7,Men,Flipkart,998,60.02,686.0,110.0,321.0,112.0,96.0,50,107,1,True,sneaker
15035,4.3,Women,Flipkart,309,5.18,87.0,15.0,45.0,27.0,12.0,2,1,0,False,flip
11083,3.9,Men,Flipkart,999,45.15,1972.0,254.0,969.0,394.0,256.0,149,204,1,False,sandal
20555,2.8,Women,Flipkart,999,63.06,5.0,0.0,1.0,0.0,2.0,1,1,0,False,bellie
1187,3.5,Men,Flipkart,999,79.18,119.0,16.0,47.0,17.0,19.0,16,20,0,False,slipper
15475,3.7,Men,Flipkart,799,31.29,46.0,6.0,22.0,9.0,4.0,3,8,0,False,mojaris
4949,3.7,Women,Flipkart,499,60.12,649.0,88.0,293.0,123.0,90.0,52,88,0,False,flip
1981,4.1,Men,Flipkart,1699,12.95,2118.0,287.0,1131.0,478.0,203.0,106,200,1,False,other
1675,3.9,Women,Flipkart,999,55.06,538.0,62.0,254.0,120.0,81.0,40,43,0,False,bellie
186,4.2,Men,Flipkart,1762,45.03,1241.0,165.0,977.0,355.0,95.0,61,61,1,False,sandal
7926,4.1,Women,Flipkart,999,55.96,128.0,21.0,66.0,29.0,16.0,9,9,0,False,sneaker
2982,4.2,Women,Flipkart,999,14.81,93.0,8.0,51.0,22.0,13.0,1,6,1,False,sandal
14529,4.2,Women,Flipkart,499,40.08,3942.0,520.0,2213.0,960.0,448.0,145,176,1,False,other
7633,4.2,Men,Flipkart,3999,43.01,822.0,117.0,456.0,217.0,68.0,35,46,1,False,shoe
12472,4.2,Women,Flipkart,599,32.55,1953.0,386.0,1061.0,468.0,226.0,85,117,1,False,sandal
15132,3.6,Men,Flipkart,499,21.04,220.0,32.0,99.0,31.0,35.0,14,41,0,False,other
4278,4.0,Men,Flipkart,1699,53.68,1581.0,138.0,792.0,388.0,194.0,65,142,1,False,other
13269,4.1,Women,Flipkart,499,62.12,539.0,67.0,295.0,112.0,64.0,33,35,0,False,juti
18927,3.9,Men,Flipkart,1497,67.4,5937.0,788.0,3022.0,1011.0,773.0,432,699,1,False,sandal
6472,4.1,Men,Flipkart,999,62.06,1525.0,222.0,877.0,254.0,151.0,90,153,0,False,shoe
2177,3.9,Men,Flipkart,999,52.55,3760.0,540.0,1794.0,790.0,497.0,215,464,1,False,other
20039,4.0,Women,Flipkart,999,75.08,891.0,108.0,459.0,193.0,113.0,45,81,1,False,juti
16377,4.0,Men,Flipkart,999,54.45,87.0,15.0,44.0,20.0,8.0,5,10,0,False,other
20860,4.1,Women,Amazon,299,6.69,10.0,8.0,13.0,0.0,13.0,13,62,0,False,sneaker
14993,4.0,Men,Flipkart,5399,70.01,173.0,19.0,90.0,38.0,18.0,7,20,1,False,other
605,4.4,Women,Flipkart,1139,11.01,827.0,117.0,642.0,209.0,101.0,31,31,0,False,sandal
19605,4.2,Women,Flipkart,1299,71.67,449.0,79.0,244.0,116.0,51.0,13,21,1,False,sandal
11991,4.0,Women,Flipkart,999,53.15,523.0,71.0,258.0,134.0,65.0,22,44,0,False,shoe
6479,3.8,Women,Flipkart,6795,58.32,216.0,23.0,100.0,50.0,29.0,6,31,1,False,other
1064,4.2,Men,Flipkart,699,0.57,1216.0,193.0,682.0,268.0,127.0,57,82,1,False,shoe
8679,4.3,Women,Flipkart,999,63.46,7.0,0.0,3.0,3.0,1.0,0,0,0,False,other
1951,3.9,Women,Flipkart,799,50.06,582.0,70.0,278.0,118.0,79.0,43,62,0,False,sandal
20623,4.0,Men,Flipkart,2499,50.02,44.0,4.0,24.0,8.0,2.0,6,4,1,False,sandal
2834,4.2,Women,Flipkart,999,50.05,1166.0,197.0,642.0,261.0,140.0,48,77,0,False,boot
12893,4.0,Women,Flipkart,999,30.03,116.0,16.0,49.0,37.0,17.0,5,8,0,False,sandal
3148,3.4,Men,Flipkart,999,60.06,4231.0,463.0,1852.0,509.0,516.0,386,968,0,False,shoe
5414,4.1,Men,Flipkart,2495,72.38,35.0,6.0,19.0,7.0,5.0,1,3,1,True,sneaker
10286,4.0,Men,Flipkart,499,0.2,441.0,40.0,0.0,0.0,0.0,0,0,0,False,juti
9357,4.0,Women,Flipkart,999,50.05,246.0,31.0,131.0,54.0,27.0,9,28,1,False,sandal
11903,4.2,Men,Flipkart,2695,20.0,308.0,38.0,154.0,77.0,31.0,13,33,1,False,other
5047,3.5,Women,Flipkart,999,40.14,4.0,1.0,1.0,2.0,0.0,0,1,0,False,boot
6001,4.0,Women,Flipkart,999,50.05,30.0,6.0,14.0,9.0,1.0,6,0,0,False,sandal
19462,4.1,Men,Flipkart,599,15.03,2423.0,408.0,1270.0,639.0,265.0,95,154,0,False,sandal
7936,4.2,Men,Flipkart,675,16.74,46396.0,6227.0,26298.0,11102.0,4509.0,1545,2942,1,False,sandal
4989,4.1,Women,Flipkart,625,20.64,368.0,68.0,201.0,79.0,51.0,11,26,1,False,other
16047,4.2,Women,Flipkart,1199,50.46,70.0,11.0,40.0,17.0,4.0,4,5,1,False,boot
13109,3.9,Women,Flipkart,998,45.39,10574.0,1684.0,4765.0,2522.0,1626.0,672,989,1,False,sneaker
9706,3.7,Men,Flipkart,599,54.92,4598.0,574.0,2299.0,809.0,582.0,290,618,0,False,slipper
17032,4.3,Women,Flipkart,6099,43.84,30.0,4.0,18.0,6.0,3.0,2,1,1,False,boot
11035,4.2,Women,Flipkart,3499,45.01,71.0,4.0,41.0,19.0,0.0,4,7,1,False,shoe
13709,3.3,Men,Flipkart,499,27.86,54.0,6.0,17.0,11.0,10.0,5,11,1,False,juti
1498,4.0,Women,Flipkart,5999,64.99,20.0,2.0,12.0,3.0,1.0,1,3,1,False,shoe
14904,4.0,Women,Flipkart,999,52.55,6624.0,903.0,3056.0,1765.0,855.0,365,576,1,False,shoe
12448,4.3,Women,Flipkart,999,18.02,5646.0,828.0,3019.0,1729.0,529.0,151,218,1,False,shoe
14448,3.8,Men,Flipkart,499,40.08,1509.0,122.0,787.0,187.0,171.0,116,248,1,False,shoe
14853,4.1,Men,Flipkart,999,15.92,13211.0,1915.0,6965.0,3165.0,1448.0,514,1119,1,False,sandal
546,4.2,Women,Flipkart,852,40.04,213.0,37.0,199.0,71.0,14.0,11,12,0,False,sandal
13000,4.1,Men,Amazon,1199,39.95,687.0,357.0,6.0,5.0,10.0,29,50,1,False,shoe
827,3.9,Women,Flipkart,757,79.98,72.0,7.0,16.0,11.0,15.0,6,9,0,False,sandal
14705,4.1,Men,Flipkart,1899,68.56,966.0,102.0,560.0,167.0,95.0,50,94,1,False,shoe
18110,3.8,Men,Flipkart,999,60.06,9693.0,1210.0,4742.0,1494.0,1263.0,719,1475,1,False,shoe
20405,4.3,Women,Flipkart,999,55.06,393.0,65.0,254.0,67.0,28.0,15,29,1,False,boot
4446,3.9,Men,Flipkart,499,30.26,34.0,5.0,16.0,10.0,2.0,2,4,0,False,sandal
14306,4.0,Women,Flipkart,2799,45.02,300.0,38.0,146.0,73.0,35.0,15,31,1,False,sandal
6497,4.1,Women,Flipkart,899,59.96,3160.0,362.0,1630.0,716.0,434.0,170,210,1,False,sandal
18972,4.1,Men,Flipkart,999,52.55,30108.0,3383.0,18348.0,4427.0,2806.0,1577,2950,1,False,boot
4407,4.2,Women,Flipkart,799,37.55,5.0,0.0,4.0,0.0,0.0,0,1,0,False,other
1754,4.1,Men,Flipkart,999,40.04,3466.0,420.0,1808.0,828.0,434.0,158,238,1,False,other
11711,4.1,Women,Flipkart,550,9.27,593.0,82.0,296.0,159.0,58.0,34,46,1,False,sandal
264,4.1,Women,Flipkart,520,24.05,460.0,77.0,83.0,87.0,36.0,12,18,1,False,sandal
8720,3.7,Women,Flipkart,999,64.46,68.0,7.0,32.0,11.0,6.0,8,11,0,False,sandal
7991,3.9,Men,Flipkart,999,55.06,6664.0,929.0,3097.0,1482.0,977.0,434,674,1,False,shoe
5767,3.7,Men,Flipkart,499,23.85,25.0,1.0,10.0,5.0,4.0,4,2,0,False,juti
10557,4.3,Men,Flipkart,1499,30.15,458.0,46.0,285.0,101.0,40.0,10,22,1,False,flip
8418,3.9,Women,Amazon,499,40.08,628.0,409.0,14.0,5.0,11.0,22,48,0,False,shoe
13894,4.1,Men,Flipkart,999,30.03,122518.0,17774.0,64981.0,26516.0,14982.0,6120,9920,1,False,shoe
11925,4.2,Women,Flipkart,999,45.05,191.0,30.0,116.0,25.0,31.0,7,12,1,False,sneaker
14953,4.0,Women,Flipkart,999,77.98,588.0,100.0,292.0,133.0,68.0,34,61,1,False,juti
8665,4.1,Women,Flipkart,999,65.07,878.0,127.0,464.0,185.0,112.0,44,73,1,False,sneaker
3710,3.8,Women,Flipkart,2499,60.02,6.0,3.0,3.0,1.0,1.0,0,1,0,False,boot
9493,4.0,Men,Flipkart,799,50.06,21.0,3.0,11.0,5.0,1.0,3,1,0,False,other
6725,4.1,Women,Flipkart,349,43.84,217.0,20.0,127.0,31.0,24.0,13,22,0,False,bellie
7461,3.7,Women,Flipkart,999,54.55,1769.0,205.0,733.0,376.0,260.0,126,262,0,False,sandal
15971,4.7,Men,Flipkart,599,51.75,10.0,1.0,8.0,1.0,1.0,0,0,0,False,shoe
12714,4.0,Men,Flipkart,499,60.12,15771.0,1758.0,8613.0,2669.0,1893.0,957,1639,0,False,flip
10542,3.8,Women,Flipkart,1999,35.07,25.0,2.0,9.0,5.0,8.0,2,1,1,False,bellie
13836,3.2,Women,Flipkart,499,64.13,5.0,1.0,2.0,1.0,0.0,0,2,1,False,sandal
2333,4.1,Women,Flipkart,499,20.64,1796.0,210.0,948.0,417.0,204.0,72,155,1,False,sandal
1851,3.3,Women,Flipkart,499,10.02,44.0,3.0,11.0,14.0,4.0,6,9,1,False,bellie
9702,4.0,Women,Flipkart,499,40.08,17.0,2.0,9.0,3.0,2.0,2,1,0,False,juti
13237,4.6,Men,Flipkart,1599,32.52,10.0,2.0,7.0,2.0,1.0,0,0,1,False,other
17512,4.0,Women,Flipkart,999,55.06,33.0,2.0,16.0,8.0,4.0,2,3,1,False,other
212,4.7,Women,Amazon,431,0.0,4.0,2.0,2.0,1.0,1.0,42,86,1,False,shoe
11089,3.9,Men,Flipkart,999,50.05,14253.0,2103.0,6924.0,2925.0,1977.0,883,1544,1,False,other
9321,3.7,Women,Flipkart,999,63.96,75.0,10.0,32.0,16.0,7.0,12,8,0,False,sandal
20732,4.1,Women,Flipkart,499,40.08,3069.0,472.0,1591.0,695.0,387.0,135,259,1,False,slipper
16737,4.0,Women,Flipkart,999,55.06,658.0,82.0,302.0,170.0,93.0,43,51,1,False,sandal
10906,4.2,Women,Flipkart,999,40.04,235.0,56.0,132.0,58.0,26.0,4,16,0,False,sandal
13148,3.3,Men,Flipkart,999,25.03,63.0,3.0,26.0,5.0,11.0,5,16,0,False,juti
1960,3.8,Men,Flipkart,999,50.05,94.0,16.0,45.0,18.0,13.0,7,11,1,False,other
17359,4.1,Women,Flipkart,539,2.78,8942.0,1335.0,4620.0,2373.0,1064.0,340,545,1,False,shoe
10433,4.1,Women,Flipkart,899,55.62,424.0,61.0,247.0,82.0,43.0,17,36,1,False,boot
19110,4.2,Men,Flipkart,279,10.04,3047.0,380.0,1246.0,623.0,348.0,114,161,1,False,sandal
4616,4.1,Women,Flipkart,499,60.12,5732.0,691.0,3237.0,1025.0,654.0,308,508,0,False,juti
16219,4.4,Women,Flipkart,999,68.37,36.0,6.0,21.0,9.0,3.0,1,1,1,False,other
2011,4.1,Women,Flipkart,539,5.57,28981.0,4764.0,14674.0,7714.0,3675.0,1138,1780,1,False,shoe
8058,3.9,Men,Flipkart,999,60.06,8293.0,1278.0,4016.0,1631.0,1209.0,535,902,1,False,shoe
1829,4.2,Men,Flipkart,5999,43.01,860.0,124.0,488.0,213.0,63.0,29,67,1,False,shoe
6423,3.3,Women,Flipkart,999,50.05,10.0,1.0,4.0,1.0,2.0,0,3,1,False,boot
4797,3.9,Men,Flipkart,1049,59.39,776.0,121.0,389.0,136.0,98.0,63,90,0,False,shoe
13146,3.5,Men,Flipkart,998,60.02,12723.0,1546.0,5438.0,1799.0,1761.0,1228,2498,1,False,shoe
17296,4.1,Men,Flipkart,999,57.36,803.0,112.0,473.0,122.0,80.0,44,84,1,False,shoe
345,4.5,Men,Flipkart,4841,43.01,536.0,103.0,390.0,97.0,49.0,11,25,1,False,shoe
17797,4.1,Men,Flipkart,799,50.06,686.0,76.0,392.0,122.0,77.0,26,69,0,False,other
1738,3.9,Men,Flipkart,999,52.55,3760.0,540.0,1794.0,790.0,497.0,215,464,1,False,other
10589,4.3,Women,Flipkart,1399,20.01,1912.0,239.0,956.0,478.0,231.0,70,177,1,False,slipper
6473,4.1,Men,Flipkart,999,55.06,57397.0,8257.0,32725.0,10694.0,6365.0,2808,4805,0,False,shoe
14007,4.1,Men,Flipkart,999,30.03,2117.0,335.0,1118.0,513.0,226.0,85,175,1,False,sneaker
9161,3.9,Men,Flipkart,999,66.87,2580.0,281.0,1313.0,442.0,316.0,185,324,0,False,slipper
20910,4.1,Women,Flipkart,499,60.12,1351.0,229.0,755.0,238.0,167.0,70,121,0,False,juti
17011,3.5,Men,Flipkart,499,34.47,2891.0,377.0,1190.0,423.0,429.0,276,573,0,False,other
11652,4.0,Men,Flipkart,2499,58.1,180.0,22.0,90.0,45.0,20.0,8,17,1,False,sandal
8157,3.9,Men,Flipkart,499,20.04,5228.0,686.0,2539.0,1019.0,687.0,345,638,0,False,flip
8903,3.7,Men,Flipkart,2999,77.86,771.0,124.0,318.0,183.0,116.0,50,104,0,False,other
7162,3.9,Women,Flipkart,1699,61.8,452.0,63.0,217.0,93.0,54.0,39,49,0,False,sandal
12443,4.2,Women,Flipkart,999,50.75,131.0,14.0,62.0,42.0,10.0,2,8,0,False,juti
13766,4.3,Women,Flipkart,1699,11.77,2076.0,340.0,1301.0,461.0,132.0,55,127,1,False,shoe
5583,4.1,Men,Flipkart,699,50.93,264.0,44.0,129.0,69.0,38.0,14,14,0,False,flip
14368,3.9,Men,Flipkart,499,51.9,24986.0,2702.0,13793.0,3402.0,2866.0,1708,3217,1,False,sneaker
237,3.6,Men,Flipkart,1393,75.21,2436.0,397.0,1251.0,923.0,374.0,231,428,1,False,sneaker
17985,4.1,Women,Flipkart,499,60.12,5739.0,692.0,3237.0,1025.0,654.0,308,508,0,False,juti
16008,3.9,Men,Flipkart,1999,80.54,1193.0,133.0,675.0,170.0,110.0,89,149,1,False,sneaker
