id,title,Rating,maincateg,platform,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,price1
11242,Jutis For Women  (Black),4.5,Women,Flipkart,1500,63.40%,19.0,5.0,13.0,4.0,0.0,2,0,1,549
4483,Women Casual Boots For Women  (White),4.2,Women,Flipkart,999,50.05%,6822.0,1208.0,3805.0,1530.0,750.0,254,483,0,499
10374,"Socks Stylish Cricket , Walking Shoes , Light Weight Sports Shoes Running Shoes For Men  (Blue)",3.9,Men,Flipkart,999,50.45%,26353.0,3360.0,13236.0,5105.0,3505.0,1690,2817,1,495
19175,"Combo Pack Perfect Stylish Girls High Ankle Boots Boots For Women Boots For Women  (Black, Pink)",4.1,Women,Flipkart,999,20.02%,48.0,12.0,26.0,7.0,8.0,2,4,1,799
11817,Women Black Heels Sandal,4.0,Women,Flipkart,699,35.77%,1839.0,287.0,967.0,351.0,245.0,98,177,0,449
16639,Synthetic Leather Casual Partywear New Design Stylish Look Boots Shoes For Womens And Girls Boots For Women  (Black),4.2,Women,Flipkart,999,53.25%,2233.0,395.0,1333.0,403.0,231.0,97,157,1,467
20908,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4.0,Women,Flipkart,799,50.06%,1174.0,215.0,607.0,254.0,152.0,55,106,1,399
3617,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4.0,Women,Flipkart,649,53.93%,708.0,77.0,360.0,161.0,89.0,43,55,1,299
15698,Women's And Girls Synthetic Leather Casual Partywear Sneakers Shoes White Colour Casuals For Women  (White),4.1,Women,Flipkart,499,17.03%,342.4734191894531,456.0,1759.0,53.26121520996094,467.0,163,248,1,414
1013,Flip Flops,3.8,Men,Flipkart,599,64.94%,2878.0,330.0,1409.0,509.0,355.0,234,371,0,210
19208,Sturdy IDP Running Shoes For Men  (Black),4.2,Men,Flipkart,4299,50.01%,1022.0,155.0,588.0,247.0,85.0,40,62,1,2149
1466,Suede Leather Chelsea Boots For Men  (Tan),4.2,Men,Flipkart,3499,52.53%,3503.0,480.0,2019.0,800.0,309.0,103,272,1,1661
7125,Women Brown Flats Sandal,4.1,Women,Flipkart,999,61.06%,414.0,55.0,218.0,98.0,58.0,18,22,1,389
9414,"Sneakers For Women  (White, Pink)",4.4,Women,Flipkart,999,41.54%,15.0,4.0,10.0,2.0,2.0,1,0,1,584
18784,Boots For Women  (Black),4.1,Women,Flipkart,999,62.06%,155.05450439453125,151.0,53.8913688659668,30.99599266052246,5.4770026206970215,42,88,0,379
15155,Women Multicolor Wedges Sandal,4.2,Women,Flipkart,1895,44.70%,196.0,31.0,110.0,46.0,25.0,8,9,1,1048
6985,"Womens Casual Snekaers Shoes Sneakers For Women  (Pink, Grey)",4.0,Women,Flipkart,999,40.04%,1146.0,168.0,580.0,262.0,164.0,53,88,1,599
9359,Boots For Women  (Brown),3.7,Women,Flipkart,1999,76.04%,235.0,40.0,123.0,26.0,25.0,21,40,0,479
9468,Sneakers For Men  (Red),4.1,Men,Flipkart,499,60.12%,137.0,14.0,93.0,8.0,10.0,11,15,0,199
7821,Combo Pack of 3 Casual Shoes Sneakers For Men  (Multicolor),4.1,Men,Flipkart,1499,50.97%,153.0,24.0,92.0,20.0,21.0,9,11,1,735
12358,Alley Walk Women's Fashion Comfortable Slip-on Chain Decorated Loafers Bellies Low Heels Almond Toe Casual Daily Mule Sandals,4.4,Women,Amazon,349,0.00%,33.0,19.0,4.0,0.0,10.0,19,67,0,349
10057,Black Mesh Perfect Stylish Girls Dancing/Sports/Sneakers For Women Running Shoes For Women  (Black),4.1,Women,Flipkart,999,42.94%,759.0,116.0,402.0,189.0,87.0,38,46,1,570
8556,WoudLand Exclusive Formal Shoe Derby For Men  (Brown),3.9,Men,Flipkart,999,50.05%,813.0,110.0,401.0,159.0,89.0,61,103,0,499
4973,DOCTOR EXTRA SOFT Flat Ortho Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Slippers,4.1,Women,Flipkart,599,39.90%,10443.0,1220.0,5357.0,2795.0,1224.0,460,612,1,360
2414,"Mesh ,Cricket , Badminton , Volly Ball , Sports Walking Shoes For Men  (Black)",3.4,Men,Flipkart,999,60.06%,285.0,30.0,122.0,39.0,33.0,25,66,0,399
2832,Casuals For Men  (Black),3.9,Men,Flipkart,999,65.07%,162.0,16.0,98.0,16.0,14.0,9,25,0,349
9642,Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4.0,Women,Flipkart,799,75.09%,153.62460327148438,3.4451992511749268,19.03623390197754,4.616528034210205,20.0,14,19,0,199
18035,"Women Pink, Gold Wedges Sandal",4.1,Women,Flipkart,999,54.05%,48.0,7.0,23.0,17.0,3.0,2,3,0,459
6867,"Velvet With Mirror Work juti Jutis For Women  (Blue, Black)",3.9,Women,Flipkart,499,42.08%,242.0,32.0,136.0,22.0,31.0,15,37,0,289
7814,"SOCKS002-RED_BLK_WT Walking Shoes For Women  (Red, Black)",3.9,Women,Flipkart,999,50.05%,61.0,7.0,28.0,13.0,10.0,3,7,1,499
1310,"Sports (Walking & Gym Shoes) Running, Loafers, Sneakers Shoes for Men Pack of 2 Combo(O)-1633-1636 Running Shoes For Men  (Multicolor)",3.7,Men,Flipkart,998,50.10%,289.0,53.0,132.0,56.0,38.0,21,42,1,498
16806,Combo pack of 2 Girls Comfortable Casual Shoes and Sneakers Casuals For Women  (Multicolor),4.1,Women,Flipkart,1499,55.04%,7.0,1.0,6.0,2.0,2.0,0,0,1,674
2967,"Rocky Boots For Men Boots For Men  (Tan, Beige)",4.2,Men,Flipkart,1299,52.19%,521.0,105.0,313.0,97.0,49.0,18,44,1,621
13348,Casuals For Men  (Black),4.1,Men,Flipkart,999,57.36%,4670.0,657.0,2510.0,1083.0,544.0,200,333,1,426
5073,Women Pink Heels Sandal,4.1,Women,Flipkart,999,40.34%,620.0,7.271880149841309,24.718647003173828,7.862567901611328,74.0,26,42,1,596
656,Women Black Heels Sandal,4.2,Women,Flipkart,1037,60.06%,691.0,115.0,495.0,185.0,43.0,40,38,1,483
19823,Jutis For Women  (Gold),3.9,Women,Flipkart,499,64.13%,869.0,105.0,466.0,146.0,100.0,54,105,0,179
10845,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,20.64%,84.02875518798828,3.0782809257507324,201.0,5.650864124298096,51.0,11,26,1,496
13615,Men Green Casual Sandal,3.7,Men,Flipkart,999,40.04%,690.0,100.0,282.0,157.0,108.0,60,83,1,599
8390,Men Khaki Sports Sandal,4.1,Men,Flipkart,3295,42.12%,875.0,130.0,445.0,237.0,85.0,29,79,1,1907
7348,Men Green Sports Sandal,3.9,Men,Flipkart,799,30.04%,272.0,33.0,137.0,57.0,27.0,15,36,0,559
18868,Women's Black Elegant Fashionable Platform Formal Bellies Shoes Corporate Casuals For Women  (Black),4.0,Women,Flipkart,499,19.04%,88.0,13.0,40.0,26.0,12.0,5,5,0,404
19404,"Bxxy Men's Faux Leather Jutti's, Nagra's and Mojari's Jutis For Men  (Black)",3.9,Men,Flipkart,999,61.86%,148.49032592773438,3.586243152618408,9.370145797729492,40.0,32.0,18,25,1,381
20010,Women Black Heels Sandal,3.9,Women,Flipkart,999,67.87%,518.0,52.0,259.0,107.0,66.0,38,55,0,321
15870,"Women Brown, Beige Wedges Sandal",3.6,Women,Flipkart,599,36.89%,60.0,8.0,21.0,14.0,12.0,2,11,0,378
15542,Women Brown Wedges Sandal,4.1,Women,Flipkart,269,9.67%,753.0,126.0,374.0,205.0,90.0,42,38,1,243
6035,Men Black Sports Sandal,4.3,Men,Flipkart,2499,40.02%,94.0,11.0,55.0,25.0,8.0,2,4,1,1499
7076,ATLANTA NEO Sneakers For Men (Grey)9 Casuals For Men  (Grey),3.8,Men,Flipkart,1999,71.59%,2274.0,347.0,1049.0,518.0,283.0,142,282,1,568
2730,Black Ethnic shoes Jutis For Men  (Black),4.3,Men,Flipkart,1899,73.72%,3.0,0.0,1.0,2.0,0.0,0,0,0,499
1159,Women Beige Bellies Sandal,3.9,Women,Flipkart,599,50.08%,223.0,43.0,110.0,45.0,27.0,18,22,0,299
16103,GO STEP LITE - SWERVE Walking Shoes For Women  (Burgundy),4.0,Women,Flipkart,5999,64.99%,20.0,2.0,12.0,3.0,1.0,1,3,1,2100
8746,Men Navy Sandal,4.0,Men,Flipkart,999,52.55%,45375.0,706.5167846679688,2385.799560546875,657.7652587890625,6121.0,2385,3738,0,474
3097,Jutis For Men  (Beige),3.5,Women,Flipkart,599,25.21%,153.62460327148438,3.3888721466064453,19.03623390197754,4.616528034210205,3.0,1,0,0,448
19953,"Totu Womens Black and Red Casual Stylish Comfort ortho High Heel (Pack Of 1) Flip Flops , Size-5 Flip Flops",3.8,Women,Flipkart,499,60.12%,787.0,99.0,385.0,148.0,98.0,55,101,0,199
4436,Synthetic Leather Casual Partywear Boots Shoes For Women And Girls Boots For Women  (Pink),4.5,Women,Flipkart,999,51.45%,61.0,11.0,43.0,9.0,5.0,2,2,1,485
10486,Women Brown Wedges Sandal,4.1,Women,Flipkart,2490,30.00%,14.0,0.0,8.0,3.0,1.0,1,1,0,1743
8112,"Pack of 2 Casual Shoes Boots For Women  (Black, White)",3.9,Women,Flipkart,1999,60.13%,14.0,1.0,8.0,1.0,4.0,1,1,0,797
2764,Women White Bellies Sandal,3.9,Women,Flipkart,699,45.35%,270.0,36.0,124.0,60.0,43.0,22,21,1,382
539,Wedges For Women  (Tan),4.0,Women,Flipkart,926,70.17%,10.0,2.0,5.0,2.0,1.0,2,5,0,309
8704,Women Gold Heels Sandal,4.0,Women,Flipkart,1299,46.19%,62.0,7.0,34.0,12.0,7.0,1,8,1,699
14736,Mojaris For Men  (Brown),4.5,Men,Flipkart,2295,69.98%,15.0,2.0,10.0,4.0,0.0,0,1,0,689
1099,"DOCTOR EXTRA SOFT Ortho Care Diabetic Orthopaedic Comfort Dr Slippers, Sliders and Flipflops For Men's and Boy's Slides",4.0,Men,Flipkart,799,37.55%,3046.0,425.0,0.0,0.0,0.0,0,0,1,499
16501,"Women Beige, Gold Heels Sandal",4.1,Women,Flipkart,699,13.88%,203.0,28.0,106.0,54.0,20.0,11,13,1,602
5776,Boots For Women  (Red),3.8,Women,Flipkart,1999,76.14%,142.0,24.0,69.0,28.0,11.0,10,24,0,477
18512,Women Red Heels Sandal,4.3,Women,Flipkart,1549,74.24%,178.0,36.0,105.0,40.0,19.0,2,7,0,399
5066,Men Black Sports Sandal,4.0,Men,Flipkart,2499,45.02%,21.0,1.0,9.0,6.0,4.0,1,1,1,1374
7916,Shree Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Shoe Jutis For Women Casuals For Women  (Multicolor),3.7,Women,Flipkart,499,40.08%,20.0,0.0,11.0,1.0,2.0,2,4,0,299
9034,Boots For Women  (Blue),4.3,Women,Flipkart,999,55.06%,752.0,123.0,489.0,121.0,58.0,29,52,1,449
15876,Women Beige Flats Sandal,4.0,Women,Flipkart,1699,46.20%,57.0,6.0,30.0,12.0,4.0,5,6,1,914
12712,"Multi purpose Red Marathon Walking Shoes For Men  (Red, White)",4.0,Men,Flipkart,649,7.70%,6349.0,798.0,3518.0,1038.0,693.0,355,745,1,599
5263,Loafers For Men  (Brown),3.8,Men,Flipkart,999,59.66%,204.0,23.0,106.0,28.0,22.0,18,30,1,403
13903,Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,1399,71.55%,14908.0,2466.0,8671.0,3132.0,1586.0,575,944,1,398
19381,Men Black Sandal,3.9,Men,Flipkart,999,65.57%,15026.0,1924.0,7484.0,2977.0,2059.0,969,1537,1,344
15435,White Sneaker For Men's/Boy's Sneakers For Men  (White),3.9,Men,Flipkart,999,65.07%,56100.0,7367.0,29177.0,10002.0,6938.0,3382,6601,1,349
16579,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,999,40.04%,3.0,0.0,2.0,1.0,0.0,0,0,1,599
2009,Women Beige Heels Sandal,4.0,Women,Flipkart,499,9.82%,293.0,50.0,145.0,71.0,37.0,15,25,0,450
13120,"Nova Wn's Sneakers For Women  (White, Black)",4.1,Women,Flipkart,6999,53.44%,123.0,12.0,64.0,33.0,9.0,4,10,1,3259
18780,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,999,10.01%,1944.0,345.0,1198.0,528.0,121.0,38,59,1,899
16692,Sparx Men Blue Flip Flops Slippers SFU 204 Slippers,4.1,Men,Flipkart,284,8.80%,1626.0,177.0,873.0,345.0,186.0,73,149,1,259
1331,Flip Flops,4.1,Women,Flipkart,399,37.59%,33.0,6.0,17.0,9.0,2.0,4,1,0,249
992,Women Black Flats Sandal,3.9,Women,Flipkart,738,44.49%,4632.0,550.0,2255.0,1432.0,1047.0,104,542,1,462
6683,Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,1399,71.55%,14908.0,2466.0,8671.0,3132.0,1586.0,575,944,1,398
2638,Puma Smash v2 L Perf Puma White-Puma Whi Sneakers For Men  (White),4.3,Men,Flipkart,3999,40.01%,1302.0,172.0,824.0,282.0,73.0,30,93,1,2399
13195,ARCADEIS WS Running Shoes For Women  (Grey),3.9,Women,Flipkart,4299,58.97%,27.0,3.0,13.0,7.0,2.0,1,4,1,1764
4813,Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men (black) Running Shoes For Men  (Black),3.7,Men,Flipkart,999,60.06%,782.0,91.0,379.0,97.0,104.0,62,140,0,399
3675,Shahi Jalsa Jutis For Men  (Tan),2.9,Men,Flipkart,1999,75.04%,20.0,0.0,9.0,0.0,0.0,2,9,0,499
19666,Women Black Heels Sandal,4.1,Women,Flipkart,499,7.82%,90.4867172241211,3.536952257156372,253.0,6.70737886428833,55.0,13,49,0,460
3900,Fashionable sneaker shoes for men Sneakers For Men  (White),3.8,Men,Flipkart,2999,87.10%,211.0,25.0,109.0,36.0,19.0,16,31,1,387
15830,Sneakers For Women  (Multicolor),4.5,Women,Flipkart,998,47.39%,10.0,4.4673171043396,43.89421463012695,5.0,2.147496461868286,0,0,1,525
19471,Women Grey Flats Sandal,4.2,Women,Flipkart,799,61.95%,3731.0,521.0,1993.0,935.0,419.0,151,233,0,304
7637,Flip Flops,4.0,Men,Flipkart,999,60.06%,222.0,24.0,121.0,31.0,30.0,19,21,1,399
6648,"Sneakers For Men  (Red, White)",4.1,Men,Flipkart,999,52.55%,2968.0,370.0,1686.0,513.0,329.0,170,270,1,474
8837,Premium Series Mojaris For Men  (Brown),4.0,Men,Flipkart,1999,65.03%,108.0,16.0,54.0,23.0,16.0,5,10,0,699
3334,Running Shoes For Women  (Grey),4.3,Women,Flipkart,999,38.34%,22.0,2.0,12.0,6.0,1.0,1,1,0,616
10511,"Running Shoes For Men  (White, Blue)",4.0,Men,Flipkart,999,47.75%,7757.25732421875,6453.0,2042.010986328125,505.676025390625,6693.0,2823,4910,0,522
16915,"Men Brown, Olive Casual Sandal",4.2,Men,Flipkart,699,18.60%,16865.0,2400.0,9011.0,4413.0,1861.0,618,962,1,569
9048,Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (white new look wise ) For Men (white) Training & Gym Shoes For Men (black) Running Shoes For Men  (Black),3.7,Men,Flipkart,999,64.06%,169.0,15.0,80.0,22.0,24.0,18,25,0,359
8104,Slides,4.3,Women,Flipkart,799,25.03%,70.0,17.0,48.0,9.0,5.0,3,5,1,599
10129,Casual juties Jutis For Men  (Black),3.5,Men,Flipkart,999,66.47%,43.0,4.0,17.0,9.0,2.0,8,7,0,335
1653,Mojaris For Men  (Black),3.9,Men,Flipkart,1099,55.05%,141.0,17.0,75.0,22.0,18.0,8,18,1,494
18608,Women Blue Wedges Sandal,4.2,Women,Flipkart,1099,63.69%,428.0,73.0,250.0,86.0,49.0,15,28,1,399
9411,Casuals For Women  (Silver),3.7,Women,Flipkart,499,60.12%,207.0,14.0,93.0,33.0,36.0,16,29,0,199
8040,Women Beige Wedges Sandal,4.0,Women,Flipkart,999,40.04%,391.0,68.0,212.0,73.0,45.0,16,45,1,599
20768,Jutis For Men  (Brown),4.4,Men,Flipkart,849,47.11%,14.0,2.0,10.0,2.0,1.0,0,1,0,449
3776,Classical Formal Full Black/Brown Strong Pure Leather Shoes For Mens/Boys Mojaris For Men  (Brown),3.7,Men,Flipkart,499,8.02%,78.0,4.0,40.0,12.0,5.0,6,15,0,459
1626,Men Brown Sandal,3.8,Men,Flipkart,2499,72.03%,54.0,5.0,21.0,15.0,9.0,4,5,0,699
4851,Designer Bellies Bellies For Women  (Off White),3.7,Women,Flipkart,599,50.08%,73.0,6.0,41.0,5.0,7.0,4,16,0,299
19389,Slippers,4.6,Women,Flipkart,1999,5.00%,7.0,2.0,5.0,1.0,1.0,0,0,0,1899
20866,Women Black Heels Sandal,3.8,Women,Flipkart,1249,56.77%,26.0,5.0,15.0,2.0,3.0,2,4,0,540
13749,Slides,3.3,Women,Flipkart,499,60.32%,172.0,27.0,62.0,29.0,24.0,17,40,0,198
19699,Men Synthetic Leather Chappal (Blue) Flip Flops,4.0,Men,Flipkart,900,60.11%,12296.0,1250.0,6847.0,1879.0,1389.0,748,1433,1,359
3590,Metal Knit IDP Wn s Running Shoes For Women  (Blue),4.3,Women,Flipkart,3999,71.24%,90.0,17.0,48.0,29.0,8.0,3,3,1,1150
9489,Sparx Men's Sc0620g Sneakers,3.7,Men,Amazon,1299,23.86%,76.0,31.0,12.0,7.0,16.0,26,39,1,989
13253,Women Blue Heels Sandal,4.0,Women,Flipkart,799,48.56%,6772.0,986.0,3532.0,1475.0,843.0,367,555,0,411
13418,Women Black Wedges Sandal,4.1,Women,Flipkart,699,21.46%,706.0,123.0,344.0,188.0,96.0,29,44,0,549
18673,Flip Flops,4.1,Women,Flipkart,599,50.08%,41.0,9.0,19.0,13.0,5.0,3,1,1,299
16114,Women Black Bellies Sandal,3.7,Women,Flipkart,999,50.05%,100.26443481445312,0.0,19.03623390197754,4.616528034210205,2.0,0,0,0,499
18947,Slippers,3.8,Women,Flipkart,998,63.33%,80.0,7.0,35.0,18.0,11.0,6,10,1,366
10147,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,599,39.90%,22388.0,2911.0,11326.0,6122.0,2742.0,917,1285,1,360
10398,Party Wear + Formal Shoes Slip On For Men  (Black),3.9,Men,Flipkart,999,62.96%,188.0,17.0,100.0,34.0,19.0,12,23,0,370
9688,Lace Up For Men  (Brown),3.9,Men,Flipkart,3299,36.41%,7.0,1.0,5.0,0.0,0.0,0,2,1,2098
16297,Flip Flops,4.2,Women,Flipkart,699,57.22%,15.0,5.0,8.0,4.0,2.0,0,1,1,299
5623,Women Tan Wedges Sandal,4.0,Women,Flipkart,999,45.05%,158.0,27.0,84.0,33.0,15.0,7,19,0,549
6255,S-1O1 Lace Up For Men  (Brown),4.0,Men,Flipkart,999,54.45%,87.0,15.0,44.0,20.0,8.0,5,10,0,455
5089,Shearling Pull On Boots For Women  (Tan),4.1,Women,Flipkart,999,50.05%,978.0,181.0,535.0,230.0,97.0,37,78,1,499
17718,Combo Pack of 2 Sports Running LightWeight Winter Shoes Sneakers For Men  (Multicolor),4.0,Men,Flipkart,2499,81.07%,122.0,14.0,64.0,25.0,13.0,9,11,1,473
3256,Line Shade Bellies Bellies For Women  (Pink),3.3,Women,Flipkart,799,62.58%,40.0,9.0,12.0,11.0,4.0,5,8,1,299
14530,Men Blue Casual Sandal,4.2,Men,Flipkart,2899,63.88%,2590.0,309.0,1291.0,796.0,269.0,93,141,1,1047
3113,0160 Slip On For Men  (Black),3.8,Men,Flipkart,999,70.07%,275.0,51.0,127.0,55.0,38.0,25,30,0,299
19761,adilette CF+ logo Flip Flops,4.2,Men,Flipkart,3599,45.01%,98.0,10.0,61.0,17.0,7.0,4,9,1,1979
14305,Men's Smiley Flip Flop Slides,4.1,Men,Flipkart,849,60.78%,6225.0,740.0,3498.0,1225.0,656.0,301,545,0,333
14015,Women Blue Flats Sandal,4.6,Women,Flipkart,1990,47.34%,36.0,7.0,26.0,6.0,2.0,2,0,1,1048
8405,Women Beige Wedges Sandal,4.1,Women,Flipkart,999,61.06%,415.0,55.0,218.0,98.0,58.0,18,23,1,389
5187,"Jutis For Women  (Black, Gold)",3.8,Women,Flipkart,599,70.12%,52.0,4.0,32.0,2.0,7.0,5,8,0,179
11604,Flip Flops,3.4,Men,Flipkart,799,69.46%,280.0,36.0,121.0,34.0,37.0,21,67,0,244
15508,Men Black Sandal,4.0,Men,Flipkart,1499,64.11%,297.0,51.0,147.0,65.0,41.0,19,25,1,538
12041,Slides,3.6,Women,Flipkart,599,60.43%,17.0,3.0,7.0,2.0,4.0,2,2,0,237
9852,ZARMAN High Top Ankle Boots For Men||Rumba Dancing Shoes For Men|| ©Genuine Dancing Shoes For Men High Tops For Men  (White),3.8,Men,Flipkart,999,44.44%,87.0,7.0,42.0,13.0,15.0,3,14,0,555
7027,Men Green Sandal,4.2,Men,Flipkart,1495,9.97%,654.0,85.0,367.0,171.0,53.0,23,40,0,1346
313,Women Black Heels Sandal,4.3,Women,Flipkart,893,52.55%,375.0,56.0,315.0,109.0,34.0,23,12,1,441
14225,Loafers For Men  (Grey),3.8,Men,Flipkart,699,48.50%,248.0,35.0,117.0,46.0,32.0,16,37,0,360
14474,"Men Blue, Grey Casual Sandal",4.1,Men,Flipkart,875,20.11%,38299.0,5334.0,20908.0,9206.0,3907.0,1468,2810,1,699
12794,Sneakers For Men  (Blue),3.8,Men,Flipkart,999,59.56%,1947.0,266.0,929.0,367.0,271.0,135,245,1,404
3158,Walking Shoes For Women  (Navy),4.4,Women,Flipkart,3295,70.02%,376.0,51.0,240.0,92.0,19.0,4,21,1,988
7636,Sneakers For Women  (White),4.0,Women,Flipkart,319,6.27%,2580.0,396.0,1329.0,559.0,355.0,120,209,1,299
4213,Slippers,3.8,Men,Flipkart,499,78.96%,160.0,15.0,86.0,16.0,16.0,16,26,0,105
12211,Women Red Heels Sandal,3.7,Women,Flipkart,699,19.31%,125.0,20.0,49.0,28.0,22.0,9,17,0,564
20792,Slippers,4.4,Women,Flipkart,1199,50.04%,130.77920532226562,17.0,53.8913688659668,30.99599266052246,2.147496461868286,3,2,1,599
17516,Men Red Sandal,3.5,Men,Flipkart,1299,84.68%,229.0,35.0,88.0,36.0,41.0,23,41,0,199
16604,Oleum GU IDP Slippers,4.0,Men,Flipkart,1699,38.38%,949.0,70.0,501.0,201.0,96.0,38,113,1,1047
7857,For Women  (Black),3.9,Women,Flipkart,1299,61.59%,54.0,3.0,26.0,13.0,4.0,4,7,0,499
3646,Procyon Slip-on IDP Slip On Sneakers For Women  (Black),4.2,Women,Flipkart,3299,43.01%,615.0,77.0,326.0,167.0,56.0,24,42,1,1880
11000,Slippers,4.3,Women,Flipkart,1199,50.04%,186.6646728515625,4.4673171043396,53.8913688659668,30.99599266052246,2.147496461868286,3,5,1,599
3361,Boots For Women  (Black),3.8,Women,Flipkart,849,44.05%,693.0,97.0,352.0,108.0,77.0,42,114,0,475
17977,By Bata Lace Up For Men  (Brown),4.1,Men,Flipkart,4499,29.07%,92.0,10.0,48.0,26.0,5.0,4,9,1,3191
3600,CR2-GREY Walking Shoes For Men  (Grey),3.8,Men,Flipkart,999,72.47%,424.0,55.0,206.0,64.0,68.0,34,52,0,275
7182,Jutis For Women  (Yellow),4.5,Women,Flipkart,499,56.11%,11.0,2.0,8.0,1.0,1.0,1,0,0,219
8613,Black Ethnic shoes Jutis For Men  (Black),4.3,Men,Flipkart,1899,73.72%,3.0,0.0,1.0,2.0,0.0,0,0,0,499
12911,Enzo Beta Wn's Basketball Shoes For Women  (Brown),3.9,Women,Flipkart,5499,69.07%,66.0,3.0,32.0,16.0,6.0,2,10,1,1701
12663,Flip Flops,4.1,Men,Flipkart,499,60.12%,2858.0,325.0,1551.0,543.0,370.0,153,241,0,199
17724,Women Black Wedges Sandal,4.0,Women,Flipkart,999,50.05%,10.0,2.0,4.0,3.0,2.0,1,0,0,499
15190,By Bata Lace Up Shoes For Men  (Black),4.2,Men,Flipkart,3299,9.76%,436.0,43.0,225.0,129.0,38.0,17,27,0,2977
13454,Combo Pack of 2 Casual Loafer Sneakers Shoes Sneakers For Men  (Multicolor),4.1,Men,Flipkart,998,62.02%,10966.0,1234.0,6529.0,1564.0,1196.0,573,1104,1,379
3954,Running Shoes For Men  (Navy),4.2,Men,Flipkart,999,62.06%,13.0,2.0,8.0,3.0,0.0,0,2,1,379
1179,"Running Shoes For Men  (Navy, Yellow)",4.1,Men,Flipkart,599,20.87%,634.0,129.0,325.0,160.0,73.0,28,48,1,474
7126,Oxford For Women  (Black),5.0,Women,Flipkart,8999,50.01%,1.0,1.0,1.0,0.0,0.0,0,0,0,4499
10167,Slides,3.4,Men,Flipkart,499,40.08%,344.0,37.0,155.0,35.0,42.0,22,90,1,299
6686,"Men Red, Black Sports Sandal",4.2,Men,Flipkart,699,15.88%,44280.0,6231.0,23805.0,11464.0,4694.0,1610,2707,1,588
11650,Rajasthani Jaipuri Partywear Ethnic Womens Girls Ladies Jutis For Women  (Pink),4.0,Women,Flipkart,599,66.78%,1355.0,160.0,707.0,279.0,164.0,80,124,0,199
16170,Men's Brown Jalsa Traditional Leather jutti Mojari Mojaris For Men  (Brown),3.0,Men,Flipkart,699,61.37%,6.0,1.0,2.0,0.0,1.0,2,1,0,270
14839,bold IDP Sneakers For Men  (White),4.3,Men,Flipkart,3799,40.01%,68.0,9.0,44.0,11.0,5.0,3,5,1,2279
7651,Jutis For Men  (Black),3.4,Men,Flipkart,999,20.02%,11.0,1.0,2.0,3.0,4.0,1,1,0,799
2703,Women Multicolor Sports Sandal,4.2,Women,Flipkart,699,14.31%,184.0,33.0,101.0,44.0,21.0,10,8,0,599
5249,Women Black Flats Sandal,4.2,Women,Flipkart,899,61.18%,162.0,26.0,87.0,38.0,18.0,7,9,1,349
9177,Women Pink Bellies Sandal,4.2,Women,Flipkart,799,70.84%,7576.0,1248.0,4314.0,1799.0,794.0,268,401,0,233
453,Women SL-123 Magenta Baby Pink Walking Shoes For Women  (Red),4.3,Women,Flipkart,991,7.01%,9003.0,1322.0,2175.0,3514.0,840.0,24,202,1,815
17280,Women Black Heels Sandal,3.8,Women,Flipkart,999,55.06%,959.0,133.0,426.0,216.0,148.0,64,109,1,449
1404,Boots for women /Boots for women and girls Boots For Women  (Blue),4.1,Women,Flipkart,1200,54.25%,13.0,3.0,7.0,2.0,2.0,2,0,0,549
20683,Flip Flops,3.8,Men,Flipkart,1497,64.93%,362.0,52.0,179.0,44.0,63.0,22,54,1,525
11572,Bellies For Women  (Copper),3.9,Women,Flipkart,999,70.17%,186.6646728515625,5.666237831115723,71.20905303955078,32.09831619262695,46.91050720214844,251,338,1,298
5864,Slippers,4.0,Women,Flipkart,1699,64.74%,1022.0,162.0,500.0,246.0,140.0,40,96,1,599
13377,Slip On For Men  (Black),4.4,Men,Flipkart,1499,64.11%,64.0,15.0,37.0,19.0,5.0,3,0,1,538
2361,Women Black Heels Sandal,4.3,Women,Flipkart,999,50.05%,35.0,5.0,19.0,10.0,5.0,1,0,0,499
4010,Slides,4.0,Men,Flipkart,999,75.78%,654.0,70.0,375.0,86.0,67.0,47,79,0,242
19554,Combo Pack Of 5 Casual Shoes Canvas Shoes For Men  (Multicolor),4.1,Men,Flipkart,3999,81.02%,16761.0,2129.0,9342.0,3194.0,2027.0,836,1362,1,759
